,bytes_read,bytes_written
0,10670,8703
1,9725,13999
10,0,13
100,0,13
1000,1695,2170
1001,284124,282088
1002,546557,547036
1003,275096,275666
1004,67097,67538
1005,66,451
1006,66,342
1007,66,342
1008,66,342
1009,66,342
101,0,13
1010,1695,1971
1011,66,445
1012,66,342
1013,66,342
1014,66,342
1015,66,342
1016,66,342
1017,66,342
1018,66,342
1019,66,342
102,0,13
1020,66,342
1021,66,342
1022,66,342
1023,66,342
1024,66,342
1025,4953,6966
1026,1666,2374
1027,609,986
1028,66,437
1029,66,342
103,0,13
1030,66,342
1031,66,342
1032,66,342
1033,66,342
1034,66,342
1035,66,342
1036,66,342
1037,66,342
1038,66,342
1039,66,342
104,0,13
1040,66,342
1041,66,342
1042,66,342
1043,66,342
1044,66,342
1045,66,342
1046,66,342
1047,66,342
1048,2546,543
1049,66,344
105,0,13
1050,66,342
1051,66,342
1052,66,342
1053,66,342
1054,66,342
1055,66,342
1056,7610,11182
1057,66,747
1058,66,342
1059,66,342
106,0,13
1060,66,342
1061,66,342
1062,66,342
1063,66,342
1064,66,342
1065,66,342
1066,66,342
1067,1695,2932
1068,66,550
1069,66,342
107,0,13
1070,66,342
1071,66,342
1072,66,342
1073,66,342
1074,66,342
1075,66,342
1076,66,342
1077,66,342
1078,4953,6187
1079,66,703
108,0,13
1080,66,342
1081,66,342
1082,66,342
1083,66,342
1084,66,342
1085,66,342
1086,66,342
1087,66,1150
1088,66,390
1089,1695,2929
109,0,13
1090,609,1093
1091,66,438
1092,66,342
1093,66,342
1094,66,342
1095,66,342
1096,66,342
1097,66,342
1098,66,342
1099,66,342
11,0,13
110,0,13
1100,66,342
1101,66,342
1102,66,342
1103,66,342
1104,66,342
1105,66,342
1106,66,342
1107,66,342
1108,66,342
1109,66,342
111,0,13
1110,66,342
1111,66,342
1112,66,342
1113,66,342
1114,66,342
1115,66,342
1116,66,342
1117,66,342
1118,10325,12529
1119,9840,11162
112,0,13
1120,6039,7812
1121,2781,3557
1122,18180,16254
1123,12750,13332
1124,66,549
1125,609,342
1126,66,933
1127,66,389
1128,66,342
1129,66,342
113,0,13
1130,66,342
1131,66,342
1132,66,342
1133,66,342
1134,66,342
1135,66,342
1136,66,342
1137,66,342
1138,886,680
1139,0,16
114,0,13
1140,0,13
1141,0,13
1142,0,13
1143,0,13
1144,0,13
1145,0,13
1146,0,13
1147,0,13
1148,0,13
1149,5430,7180
115,0,13
1150,0,376
1151,0,14
1152,5430,4357
1153,0,314
1154,0,14
1155,0,13
1156,0,13
1157,0,13
1158,0,13
1159,0,13
116,0,13
1160,0,13
1161,0,13
1162,0,13
1163,3801,3814
1164,0,171
1165,0,14
1166,0,13
1167,0,13
1168,0,13
1169,0,13
117,0,13
1170,0,13
1171,0,13
1172,0,13
1173,0,13
1174,0,13
1175,0,13
1176,0,13
1177,0,13
1178,0,13
1179,0,13
118,0,13
1180,6516,8275
1181,0,376
1182,0,14
1183,2172,2185
1184,0,166
1185,1086,557
1186,1086,1741
1187,0,117
1188,0,14
1189,0,13
119,0,13
1190,0,13
1191,0,13
1192,0,13
1193,0,13
1194,543,13
1195,543,1148
1196,1086,656
1197,543,1244
1198,543,656
1199,0,110
12,0,13
120,0,13
1200,0,14
1201,0,13
1202,0,13
1203,0,13
1204,0,13
1205,0,13
1206,0,13
1207,0,13
1208,0,13
1209,0,13
121,0,13
1210,0,13
1211,2172,3930
1212,0,317
1213,0,14
1214,2172,2185
1215,0,119
1216,0,14
1217,0,13
1218,1086,556
1219,1086,1741
122,0,13
1220,0,117
1221,0,14
1222,0,13
1223,0,13
1224,0,13
1225,0,13
1226,0,13
1227,0,13
1228,0,13
1229,0,13
123,0,13
1230,0,13
1231,0,13
1232,0,13
1233,0,13
1234,0,13
1235,0,13
1236,0,13
1237,0,13
1238,0,13
1239,0,13
124,0,13
1240,0,13
1241,0,13
1242,2715,4474
1243,15884,13788
1244,12684,12955
1245,543,173
1246,0,606
1247,543,61
1248,0,605
1249,0,61
125,0,13
1250,0,13
1251,0,13
1252,0,13
1253,0,13
1254,0,13
1255,0,13
1256,0,13
1257,0,13
1258,0,13
1259,0,13
126,0,13
1260,0,13
1261,0,13
1262,0,13
1263,0,13
1264,0,13
1265,0,13
1266,0,13
1267,0,13
1268,0,13
1269,0,13
127,0,13
1270,0,13
1271,0,13
1272,0,13
1273,4344,7650
1274,0,418
1275,0,14
1276,0,13
1277,0,13
1278,0,13
1279,0,13
128,0,13
1280,0,13
1281,0,13
1282,0,13
1283,0,13
1284,3258,4238
1285,0,323
1286,0,14
1287,0,13
1288,0,13
1289,0,13
129,0,13
1290,0,13
1291,0,13
1292,0,13
1293,0,13
1294,0,13
1295,3258,4238
1296,0,323
1297,0,14
1298,0,13
1299,0,13
13,0,13
130,0,13
1300,0,13
1301,0,13
1302,0,13
1303,0,13
1304,14574,17090
1305,3258,4328
1306,4344,5803
1307,3801,3583
1308,543,217
1309,0,606
131,0,13
1310,0,61
1311,0,13
1312,0,13
1313,0,13
1314,0,13
1315,0,13
1316,0,13
1317,0,13
1318,0,13
1319,0,13
132,0,13
1320,0,13
1321,0,13
1322,0,13
1323,0,13
1324,0,13
1325,0,13
1326,0,13
1327,0,13
1328,0,13
1329,0,13
133,0,13
1330,0,13
1331,0,13
1332,0,13
1333,0,13
1334,0,13
1335,2715,4464
1336,0,365
1337,0,14
1338,1629,1099
1339,1086,1836
134,0,13
1340,0,117
1341,0,14
1342,0,13
1343,0,13
1344,0,13
1345,0,13
1346,0,13
1347,0,13
1348,0,13
1349,0,13
135,0,13
1350,0,13
1351,0,13
1352,0,13
1353,0,13
1354,0,13
1355,0,13
1356,0,13
1357,0,13
1358,0,13
1359,0,13
136,0,13
1360,0,13
1361,0,13
1362,0,13
1363,0,13
1364,20655,18224
1365,7971,8244
1366,12858,14771
1367,0,425
1368,0,14
1369,2715,2185
137,0,13
1370,1086,1839
1371,0,117
1372,0,14
1373,0,13
1374,0,13
1375,0,13
1376,0,13
1377,0,13
1378,1086,556
1379,1086,1741
138,0,13
1380,0,117
1381,0,14
1382,0,13
1383,0,13
1384,0,13
1385,0,13
1386,0,13
1387,0,13
1388,0,13
1389,0,13
139,0,13
1390,0,13
1391,0,13
1392,0,13
1393,0,13
1394,0,13
1395,0,13
1396,0,13
1397,1629,3384
1398,0,223
1399,0,14
14,1629,2604
140,0,13
1400,1086,1099
1401,0,160
1402,3801,3815
1403,0,120
1404,0,14
1405,0,13
1406,0,13
1407,0,13
1408,0,13
1409,0,13
141,0,13
1410,0,13
1411,4286,4357
1412,0,171
1413,0,14
1414,0,13
1415,0,13
1416,0,13
1417,0,13
1418,0,13
1419,0,13
142,0,13
1420,0,13
1421,0,13
1422,543,13
1423,543,1148
1424,3801,3914
1425,0,167
1426,0,14
1427,0,13
1428,3258,5013
1429,0,323
143,0,13
1430,0,14
1431,0,13
1432,0,13
1433,0,13
1434,0,13
1435,543,13
1436,1086,1691
1437,0,117
1438,0,14
1439,0,13
144,0,13
1440,0,13
1441,0,13
1442,0,13
1443,0,13
1444,0,13
1445,0,13
1446,0,13
1447,0,13
1448,0,13
1449,0,13
145,0,13
1450,0,13
1451,0,13
1452,0,13
1453,0,13
1454,0,13
1455,0,13
1456,0,13
1457,0,13
1458,0,13
1459,5430,7188
146,0,13
1460,0,376
1461,0,14
1462,543,13
1463,1086,1691
1464,0,117
1465,0,14
1466,0,13
1467,0,13
1468,0,13
1469,0,13
147,0,13
1470,0,13
1471,0,13
1472,0,13
1473,0,13
1474,753,351
1475,755,344
1476,66,343
1477,66,342
1478,66,342
1479,66,342
148,0,13
1480,66,342
1481,66,342
1482,66,342
1483,66,342
1484,66,342
1485,14922,12211
1486,6408,6940
1487,66,447
1488,66,342
1489,66,342
149,0,13
1490,13583,17894
1491,8211,10080
1492,6039,7811
1493,5496,5047
1494,66,592
1495,609,885
1496,66,392
1497,66,342
1498,66,342
1499,66,342
15,0,222
150,0,13
1500,66,342
1501,66,342
1502,66,342
1503,4953,6190
1504,66,703
1505,66,342
1506,66,342
1507,66,342
1508,66,342
1509,66,342
151,0,13
1510,66,342
1511,66,342
1512,66,342
1513,66,342
1514,3324,4561
1515,66,650
1516,66,342
1517,66,342
1518,66,342
1519,66,342
152,0,13
1520,66,342
1521,66,1149
1522,66,390
1523,66,342
1524,4410,4143
1525,3324,4712
1526,66,650
1527,66,342
1528,66,342
1529,66,342
153,0,13
1530,66,342
1531,66,342
1532,66,342
1533,66,342
1534,66,342
1535,66,342
1536,66,342
1537,66,342
1538,66,342
1539,66,342
154,0,13
1540,66,342
1541,66,342
1542,66,342
1543,66,342
1544,66,342
1545,66,342
1546,66,342
1547,66,342
1548,66,342
1549,66,342
155,0,13
1550,66,342
1551,66,342
1552,7668,9684
1553,66,754
1554,66,342
1555,5496,5772
1556,66,498
1557,66,342
1558,66,342
1559,66,342
156,0,13
1560,66,342
1561,66,342
1562,66,342
1563,66,342
1564,66,342
1565,66,342
1566,66,342
1567,66,342
1568,66,342
1569,2684,3593
157,0,13
1570,66,486
1571,66,342
1572,66,342
1573,66,342
1574,66,342
1575,66,342
1576,66,342
1577,66,342
1578,66,342
1579,66,342
158,0,13
1580,66,342
1581,66,342
1582,66,342
1583,6582,8598
1584,66,754
1585,66,342
1586,4294,4599
1587,66,447
1588,66,342
1589,66,342
159,0,13
1590,0,15
1591,0,13
1592,543,556
1593,0,110
1594,0,14
1595,0,13
1596,0,13
1597,543,13
1598,1086,1691
1599,0,117
16,0,14
160,0,13
1600,0,14
1601,0,13
1602,0,13
1603,0,13
1604,0,13
1605,0,13
1606,6885,4454
1607,9057,9227
1608,7971,8239
1609,0,220
161,0,13
1610,0,14
1611,0,13
1612,0,13
1613,0,13
1614,5430,7180
1615,0,376
1616,0,14
1617,2172,1642
1618,0,208
1619,543,557
162,0,13
1620,1086,1196
1621,0,160
1622,66,341
1623,66,342
1624,66,342
1625,66,342
1626,66,342
