time,bytes_read,bytes_written
0,543,503
1,8017,9189
10,0,13
100,0,13
1000,543,1248
1001,14798,14940
1002,6856,7077
1003,4170,1895
1004,0,69
1005,543,13
1006,0,605
1007,0,61
1008,0,13
1009,0,13
101,0,13
1010,4887,4900
1011,0,171
1012,0,14
1013,0,13
1014,0,13
1015,543,13
1016,543,1148
1017,543,656
1018,0,110
1019,0,14
102,0,13
1020,0,13
1021,0,13
1022,0,13
1023,0,13
1024,0,13
1025,8116,9899
1026,543,423
1027,543,1149
1028,543,656
1029,0,110
103,0,13
1030,0,14
1031,0,13
1032,0,13
1033,0,13
1034,0,13
1035,0,13
1036,0,13
1037,0,13
1038,0,13
1039,0,13
104,0,13
1040,0,13
1041,0,13
1042,0,13
1043,0,13
1044,0,13
1045,0,13
1046,0,13
1047,0,13
1048,0,13
1049,0,13
105,0,13
1050,0,13
1051,0,13
1052,0,13
1053,0,13
1054,0,13
1055,0,13
1056,5886,9248
1057,0,321
1058,0,14
1059,0,13
106,0,13
1060,0,13
1061,0,13
1062,0,13
1063,0,13
1064,0,13
1065,0,13
1066,0,13
1067,4344,5311
1068,0,325
1069,0,14
107,0,13
1070,0,13
1071,0,13
1072,0,13
1073,0,13
1074,0,13
1075,0,13
1076,0,13
1077,0,13
1078,4344,5314
1079,0,274
108,0,13
1080,0,14
1081,0,13
1082,0,13
1083,0,13
1084,0,13
1085,0,13
1086,0,13
1087,543,1362
1088,2546,640
1089,6039,7271
109,0,13
1090,66,701
1091,66,342
1092,66,342
1093,66,342
1094,66,342
1095,66,342
1096,66,342
1097,66,342
1098,66,342
1099,66,342
11,0,13
110,0,13
1100,66,342
1101,66,342
1102,66,342
1103,66,342
1104,66,342
1105,66,342
1106,66,342
1107,66,342
1108,66,342
1109,66,342
111,0,13
1110,66,342
1111,66,342
1112,66,342
1113,66,342
1114,66,342
1115,66,342
1116,66,342
1117,66,342
1118,10267,13097
1119,2238,4049
112,0,13
1120,4410,6024
1121,3867,4547
1122,9666,10093
1123,10578,8588
1124,886,837
1125,1629,1645
1126,0,118
1127,0,14
1128,0,13
1129,0,13
113,0,13
1130,0,13
1131,0,13
1132,0,13
1133,0,13
1134,0,13
1135,0,13
1136,0,13
1137,0,13
1138,0,13
1139,0,13
114,0,13
1140,0,13
1141,0,13
1142,0,13
1143,0,13
1144,0,13
1145,0,13
1146,0,13
1147,0,13
1148,0,13
1149,4858,6634
115,0,13
1150,0,372
1151,0,14
1152,2715,2728
1153,0,261
1154,0,14
1155,0,13
1156,0,13
1157,0,13
1158,0,13
1159,0,13
116,0,13
1160,0,13
1161,0,13
1162,0,13
1163,543,13
1164,1086,1691
1165,0,117
1166,0,14
1167,0,13
1168,0,13
1169,0,13
117,0,13
1170,0,13
1171,0,13
1172,0,13
1173,0,13
1174,543,13
1175,1086,1691
1176,0,117
1177,0,14
1178,0,13
1179,0,13
118,0,13
1180,4858,6631
1181,0,274
1182,0,14
1183,543,556
1184,0,110
1185,1629,1100
1186,543,1247
1187,543,656
1188,0,110
1189,0,14
119,0,13
1190,0,13
1191,0,13
1192,0,13
1193,0,13
1194,0,13
1195,0,13
1196,0,13
1197,0,13
1198,0,13
1199,0,13
12,0,13
120,0,13
1200,0,13
1201,0,13
1202,0,13
1203,0,13
1204,0,13
1205,0,13
1206,0,13
1207,0,13
1208,0,13
1209,0,13
121,0,13
1210,0,13
1211,7573,9349
1212,0,371
1213,0,14
1214,2686,2728
1215,543,706
1216,0,110
1217,0,14
1218,2715,2728
1219,0,119
122,0,13
1220,0,14
1221,0,13
1222,0,13
1223,0,13
1224,0,13
1225,0,13
1226,0,13
1227,0,13
1228,0,13
1229,543,13
123,0,13
1230,543,1148
1231,543,656
1232,0,110
1233,0,14
1234,0,13
1235,0,13
1236,0,13
1237,0,13
1238,0,13
1239,0,13
124,0,13
1240,0,13
1241,0,13
1242,6487,8261
1243,6856,7230
1244,11055,8731
1245,2143,2313
1246,0,118
1247,0,14
1248,0,13
1249,0,13
125,0,13
1250,0,13
1251,0,13
1252,0,13
1253,0,13
1254,0,13
1255,0,13
1256,0,13
1257,0,13
1258,0,13
1259,0,13
126,0,13
1260,0,13
1261,0,13
1262,0,13
1263,0,13
1264,0,13
1265,0,13
1266,0,13
1267,0,13
1268,0,13
1269,0,13
127,0,13
1270,0,13
1271,0,13
1272,0,13
1273,8058,10901
1274,0,421
1275,0,14
1276,0,13
1277,0,13
1278,0,13
1279,0,13
128,0,13
1280,0,13
1281,0,13
1282,0,13
1283,0,13
1284,4344,5314
1285,0,325
1286,0,14
1287,0,13
1288,0,13
1289,0,13
129,0,13
1290,0,13
1291,0,13
1292,0,13
1293,0,13
1294,0,13
1295,4344,5311
1296,0,325
1297,0,14
1298,0,13
1299,0,13
